School Name,BRIN
Rooms Katholieke Basisschool Speel en Werkhoeve,08ZK
Rooms Katholieke Basisschool Spinnewiel,11OT
Rooms Katholieke Basisschool St Adelbertus,15OY
Rooms Katholieke Basisschool St Bernadette,07AP
Rooms Katholieke Basisschool St Bernardus,16GV
Rooms Katholieke Basisschool St Franciscus,07UG
Rooms Katholieke Basisschool St Jan,04UC
Rooms Katholieke Basisschool St Joseph,04VA
Rooms Katholieke Basisschool St Jozef,07PR
Rooms Katholieke Basisschool St Jozef,04SW
Rooms Katholieke Basisschool St Jozef,16BR
Rooms Katholieke Basisschool St Jozef,03PL
Rooms katholieke Basisschool St Liduina,19UF
Rooms Katholieke Basisschool St Matthias,16EQ
Rooms Katholieke Basisschool St Pieter,08QO
Rooms Katholieke Basisschool St Theresia,08RR
Rooms Katholieke Basisschool St Theresia,07EI
Rooms Katholieke Basisschool St Victor,16DZ
Rooms Katholieke Basisschool St Victor,16ZO
Rooms Katholieke basisschool St. Willibrordus,05BF
Rooms Katholieke Basisschool Swentibold,08ZL
Rooms Katholieke Basisschool t Klosterhufke,03TH
Rooms Katholieke Basisschool t Kompas,04FJ
Rooms Katholieke Basisschool t Palet,09NW
Rooms Katholieke Basisschool t Schrijverke,24AZ
Rooms Katholieke Basisschool Th J Rijken,05GQ
Rooms Katholieke Basisschool Titus Brandsma,07QP
Rooms Katholieke Basisschool Triangel,23TW
Rooms Katholieke Basisschool Veldzijde,06IY
Rooms katholieke Basisschool Veronica,16XC
Rooms Katholieke Basisschool Vijfhoeven,09AZ
Rooms Katholieke Basisschool Vondel,17CI
Rooms Katholieke Basisschool Voordeldonk,10FW
Rooms Katholieke Basisschool Vredeveld,07PA
Rooms Katholieke Basisschool Walter Gillijns,11WI
Rooms Katholieke Basisschool Zeelsterhof,10JJ
Rooms Katholieke Basisschool Zeilberg,03UR
Rooms Katholieke BasisschoolHet Kofschip,10KB
Rooms Katholieke Bernardus van Bockxmeerschool,09AC
Rooms Katholieke Christelijke Basisschool De Banier,06QH
Rooms Katholieke Daltonschool Sint Martinus,05EY
Rooms Katholieke Jenaplanschool De Bijenkorf,07TN
Rooms Katholieke Jenaplanschool St Bonifatiusschool,07PV
Rooms Katholieke Josefschool,08ZN
Rooms Katholieke Jozefschool voor Basisonderwijs,06HV
Rooms Katholieke Maria-School,08YV
Rooms Katholieke Minister Cals-School,04YR
Rooms Katholieke Montessori-School,20IY
Rooms Katholieke Paulusschool,06TK
Rooms Katholieke Petrusschool,08NC
Rooms Katholieke Petrusschool voor Basisonderwijs,03PQ
Rooms Katholieke Prins Willem Alexander-School voor Basisonderwijs,06LG
Rooms Katholieke Protestants Christelijke Samenwerkingsschool Emmaus,07DP
Rooms Katholieke Scholengemeenschap Marianum voor Lyc Havo Mavo Vbo Lwoo,02QN
Rooms Katholieke Scholengemeenschap Reynaert College Lyceum Havo Mavo Vbo Lwoo,25FX
Rooms Katholieke Scholengemeenschap St Michaelcollege voor Atheneum en Havo,02TZ
Rooms Katholieke Scholengemeenschap St Ursula voor Vwo Havo Vmbo Lwoo,17GT
Rooms Katholieke Scholengemeenschap Thamen voor Mavo Vbo Lwoo,05FE
Rooms Katholieke School voor Basisonderwijs Barbaraschool,07TZ
Rooms Katholieke SGM Pius X voor Gymnasium Atheneum Havo Mavo Vbo Pro Lwoo,03KN
Rooms Katholiekek Protestants Christelijke Basisschool De Toekomst,07QV
Rooms Katholike Basisschool Pastoor van Ars,16AB
Rooms Katolieke Basisschool St Margaretha,15VY
Rooms-Katholieke Basisschool De Zeppelin,27BN
Roomskatholiek Basisschool ST Willibrordus,08RU
Roomskatholieke Basisschool De Driesprong,03NN
Roomskatholieke Basisschool De Singel,20VF
Roomskatholieke Basisschool De Tweemaster,20UW
Roomskatholieke Basisschool De Windroos,11WN
Roomskatholieke Basisschool Maria Bernadette,20UU
Roomskatholieke Basisschool Sint Joseph-School,20VB
Roomskatholieke Maria School,08ZB
Rosa Boekdrukker,20TQ
Rosa-School,06MV
Rotondaschool,10PC
Rotterdamse Schoolvereniging,08XI
Rotterdamse Schoolvereniging 11,07OL
RS 1,13KE
RS 10,13TD
RS 11,13WO
RS 2,13PD
RS 6,11PF
RS 7,12AI
RS9 de Trapeze,12YW
rsg de Borgen voor Lyceum Havo Mavo Vbo Lwoo,00DI
RSG Simon Vestdijk voor Ath Havo Mavo Vbo,14DC
RSG Tromp Meesters Praktijkschool,29VY
rsg Wiringherlant voor vwo havo mavo en vbo,17DD
RSK1l de Wielewaal,12JP
RSK2 de Flierefluiter,12RZ
RSK3 de Karekiet,13EU
Rudolf Steiner Educare,04EC
Rudolf Steiner School Rotterdam,08CM
Rudolf Steinerschool,09NN
Rudolf Steinerschool,09ZG
Rythovius College Scholengemeenschap voor Lyc Havo Mavo,18XR
S. Adelbert College voor VMBO-T - Havo - VWO - Gymnasium,14WE
s.w.s. De Floreant,15QD
s.w.s. De Zoutkamperril,08BW
Sabina van Egmond,11PD
Safae,32GX
Salto basisschool Strijp Dorp,13RA
Salto-basisschool Reigerlaan,17RY
Samen Onderweg,13KS
Samenlevingsschool de Binding,08GZ
Samenlevingsschool de Ravelijn,05ZE
Samenlevingsschool De Stapsteen,11FK
Samenspel,13HX
Samenwerking Basisschool Pork,00FI
Samenwerkingschool De Catamaran,18KI
Samenwerkingsschool Basisonderwijs Itens,13LY
Samenwerkingsschool De Brandaris,11ZL
Samenwerkingsschool De Brandaris,15QA
Samenwerkingsschool De Diamant,06QJ
Samenwerkingsschool De Dobbe,11UJ
Samenwerkingsschool De Driesprong,10DT
Samenwerkingsschool De Frissel,06SG
Samenwerkingsschool De Gavelander,13XX
Samenwerkingsschool De Leister Igge,07JX
Samenwerkingsschool De Nijewier,04VG
Samenwerkingsschool De Opstekker,05PD
Samenwerkingsschool De Pelikaan,05BG
Samenwerkingsschool De Veenvogel,03UG
Samenwerkingsschool De Wereldweide,04RU
Samenwerkingsschool Eikenwijs,06JT
Samenwerkingsschool Het Wilgerys,21NF
Samenwerkingsschool Meeroevers,30PF
Samenwerkingsschool MeerWaarde,03ES
Samenwerkingsschool Oostermoer,11GR
Samenwerkingsschool Op Wier,06AL
Samenwerkingsschool Veerse Stijl De Lispeltuut,05ZQ
Samenwerkingsschool Vivace,12RU
Samenwerkingsschool Wereldwijs,11CO
Samenwerkingsschool Yn de Mande,04JI
"Sancta Maria Lyceum voor Havo, Atheneum en Gymnasium",02SB
Scala College voor Atheneum Havo Vmbo-Loot,10AN
Schateiland,26AH
Schatkaart,12HQ
Scheepvaart en Transport College,05EA
Scheldemond College,16YC
Schimmelpenninck van de Oijeschool,11FI
Scholen aan Zee voor vwo havo mavo vmbo lwoo,00MV
Scholengemeenschap Breda voor Katholiek Lyceum Havo Mavo Vbo Lwoo,25GC
Scholengemeenschap de Nieuwe Veste voor Lyceum Havo Mavo Vbo Lwoo,12IR
Scholengemeenschap De Rooi Pannen,25LV
Scholengemeenschap Eerste Christelijk Lyceum Vwo en Havo,01LZ
Scholengemeenschap Groenewald voor Vmbo Havo VWO,20KA
Scholengemeenschap Haags Montessori Lyceum voor Lyceum Havo Mavo Vbo,02US
Scholengemeenschap het Segbroekcollege Vwo Havo Mavo,20MA
Scholengemeenschap Maerlant College voor Lyceum Havo Mavo Vbo Lwoo,11ZH
Scholengemeenschap Montessori Lyceum Rotterdam voor Gymnasium Atheneum en Havo,02GS
Scholengemeenschap Philips van Horne voor LYC HAVO MAVO VBO LWOO,18DD
Scholengemeenschap Pieter Zandt voor Vwo Havo Vmbo Pro,23VL
Scholengemeenschap Spieringshoek voor Gymnasium Atheneum en HAVO,00JR
Scholengemeenschap St Bonifatius College Lyceum Havo,02UE
"Scholengemeenschap Tongerlo voor lyceum, havo, mavo, vmbo, praktijkonderwijs",20ZK
Scholengemeenschap voor Atheneum en Havo Het Hervormd Lyceum Zuid,02AR
Scholengemeenschap voor Voortgezet Vrije Schoolonderwijs,00CB
Scholengemeenschap voor Vwo Dorenweerd College,02SY
Scholengemeenschap voor Vwo Havo Mavo Het Hervormd Lyceum,01TC
"Scholengemeenschap Were Di voor gymnasium, atheneum, havo, vmbo en lwoo",21GV
Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo,17VF
Scholengemeenschap ZAAM Oost voor Vwo Havo Mavo Vbo,14RF
Scholengemeenschap ZAAM West voor Vwo Havo Mavo Vbo,17HB
Scholengemeenschap ZAAM Zaanstad voor Vwo Havo Mavo Vbo,02VQ
Scholengemeenschap ZAAM Zuid voor Vwo Havo Mavo Vbo,21ET
Scholengroep Carmel Hengelo voor GYM ATH HAVO MAVO VBO,19HG
"Scholengroep Driestar-Wartburg - Driestar Gouda Bèta, vwo, havo, vmbo, pro",02EA
"Scholengroep Driestar-Wartburg - Guido de Brès, Vwo, Havo, Mavo, Vbo, LWOO, Pro",00PG
Scholengroep Krommenie voor Vwo Havo Mavo Vbo Lwoo,20EY
Scholengroep Penta voor gymnasium atheneum havo mavo vmbo lwoo,20FR
Scholengroep Penta voor gymnasium atheneum havo mavo vmbo lwoo,31CH
Scholengroep Zaandam voor vwo havo mavo vmbo lwoo,20CN
School aan de Vijver,05TV
School der Vlissingse Schoolvereniging,04SC
School JUUL,09WB
School Loevestein,13SX
School Matthijsje,00CV
School Met De Bijbel,07KR
School met de Bijbel,04PQ
School met de Bijbel,06JV
School Met De Bijbel,07KC
School Met De Bijbel,05XQ
School Met De Bijbel,05QB
School met de Bijbel,04UI
School Met De Bijbel,05RG
School Met De Bijbel,07ZU
School met de Bijbel,07ZX
School Met De Bijbel,07IA
School Met De Bijbel,07ZZ
School Met De Bijbel,07LR
School Met De Bijbel,08AV
School met de Bijbel,04QG
School met de Bijbel,04QI
School met de Bijbel,07XH
School Met De Bijbel,05TI
School Met De Bijbel,05RL
School met de Bijbel De Ark,04UA
School Met De Bijbel De Burcht,06TP
School Met De Bijbel De Griffel,04LR
School Met De Bijbel De Hoeksteen,06VD
School met de bijbel De Lichtstraal,07NG
School Met De Bijbel De Regenboog,09BL
School Met De Bijbel De Regenboog,05QU
School Met De Bijbel De Schakel,06LJ
School Met De Bijbel De Wegwijzer,06FB
School met de Bijbel de Wegwijzer,15DP
School met de Bijbel De Wegwijzer,07ZL
School Met De Bijbel De Zaaier,07MF
School Met De Bijbel Eben Haezer,05QH
School Met De Bijbel Eemdijk,05MX
School Met De Bijbel Jorai,06UE
School Met De Bijbel Koningin Beatrix,06XJ
School met de Bijbel Ruitenbeek,04WM
School met de Bijbel Ruitenbeek,32GZ
"School met de Bijbel, De Zaaier",04LG
School Muhring,04WG
School of Understanding,31BR
School op Algemeen Bijzondere Grondslag,23UN
School op de Berg,04WU
School v/d Stichting Hindoe Onderwijs Shri Krishna school,28BF
School van Vrede,31VV
School voor Havo Mavo V H Bernardinuscollege,19QC
School voor Praktijkonderwijs Assen,18BR
School voor Praktijkonderwijs De Maat,03ZY
School voor Praktijkonderwijs De Meander,06DT
School voor Praktijkonderwijs PrO Stadskanaal,18UZ
School voor Praktische Vorming Oost-ter-Hout,15NE
School voor Speciaal Voortgezet Onderwijs De Einder,20KD
Schoolvereniging De Larense Montessorischool,05WK
Schoolvereniging voor Neutraal Bijzonder Onderwijs voor Gouda en omgeving,05VU
Schoolvereniging Willemspark,04JS
Schoolvereniging Wolters,05VV
Scola Elburg,18GW
Sebaschool,28CG
Sevenaerschool,15UN
Seyster College voor Praktijkonderwijs,26HY
SG Helinium voor Atheneum Havo Mavo Vbo Lwoo,12RB
SGM Dalton College Voorburg voor Lyceum HAVO MAVO VBO LWOO,00HI
SGM Grotius College Delft voor Lyceum Havo Mavo Vbo Lwoo,20AB
SGM Kennemer Lyc Bz Sch Alg Grondsl v Vwo Havo,02GN
Shri Laksmi School,23FD
Shri Saraswatie School,23UP
Shri Vishnu School,22MH
Sinnehonk,14JY
Sint Adalbertusschool voor Basisonderwijs,05BC
Sint Alfonsusschool voor Basisonderwijs,03SR
Sint Aloysius-School,06NC
Sint Andreasschool,05HF
Sint Annaschool,10GQ
Sint Antonius,06JY
Sint Antoniusschool,04VM
Sint Bernadette,03YN
Sint Bernardus,12RM
Sint Bernardus-School,03TA
Sint Bonifacius-School,05EO
Sint Bonifaciusschool,05BS
Sint Canisiusschool,07BK
Sint Clemensschool voor Basisonderwijs,05BX
Sint Franciscus-School,05FK
Sint Fredericusschool,15GZ
Sint Gerardus,03RY
Sint Gerardus Majella School,06SF
"Sint Gregorius College SGS v Atheneum Havo Mavo, loc Waldorf Utrecht",01KF
Sint Jansschool voor Basisonderwijs,15CM
Sint Joseph-School,05HW
Sint Joseph-School,03VV
Sint Jozef,11DN
Sint Jozef Basisschool,06WM
Sint Jozef Basisschool,13KQ
Sint Jozef Basisschool,04KU
Sint Jozef-School,08MQ
Sint Jozefschool,06QI
Sint Jozefschool,11ZQ
Sint Lambertusschool voor Rooms Katholiek Basisonderwijs,06BV
Sint Leonardus,05AU
Sint Ludgerus-School,05AI
Sint Maarten Basisschool,16UZ
Sint Maartenscollege Scholengemeenschap voor Vwo Havo en Mavo Voorburg,02MU
Sint Martinusschool,06RX
Sint Nicolaasschool,07UQ
Sint Odulphuslyceum Scholengemeenschap voor VWO en HAVO,21FV
Sint Petrusbasisschool,12TD
Sint Theresiaschool,04FH
Sint Victor Victorschool,03YO
Sint Victorschool,06SW
Sint Willibrordus,04ZO
Sint Willibrordusschool,06SQ
Sint Willibrordusschool,11BQ
Sint-Janscollege voor Vwo Havo,16SL
Sint-Janslyceum School voor Gymnasium Atheneum Havo en Mavo,20ST
Sint-Maartenscollege,27ZH
Sint-Oelbert vwo,02QO
Sintermeertencollege Scholengemeenschap voor Lyceum Havo Mavo,19XS
SiNTLUCAS,30BC
Sjaloomschool,13ID
Skoalle De Dúnwizer,12RF
Skoalle De Sinnewizer,15OQ
Skôalle it Aventoer,14FY
sls de tijstream,13BT
SLS Het Nautilus,09HB
Smaragd,08RQ
SmdB De Kandelaar,07JM
SmdB De Regenboog,05OY
"SNZ voor gymnasium, atheneum, havo, mavo vmbo, pro en lwoo",02LB
Sol De Watervlinder,27XB
Sol Krommeweg / Admiraal,19KI
Sol Villa Ambacht,19MA
Solyvius College SGM voor Lyc Havo Mavo Vbo Lwoo,19TI
Sondervick College RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,15BS
Sophianum Scholengemeenschap in het Heuvelland,01GL
Spaarne College Haarlem voor Mavo Vbo Lwoo,25FU
Sparrenbosschool,07GT
Speel- leercentrum De Vlieger,10ZO
Speelleercentrum De Wijde Wereld,29XB
Speelleerplein de Fonkeling,11DW
Speulderbrink School met de Bijbel,06FR
Sport IKC Het Startblok,07NF
Sprankel,16VT
Sprengenbeek College Havo Mavo Vbo Lwoo,13JO
Springbok International,19OQ
St Aloysius,09AO
St Aloysiussch,06PT
St Antonius,15TO
St Antoniusschool,07QM
St Bernardusschool,07NS
St Bernardusschool,07NB
St Bonifatius Mavo,02KR
St Bonifatius-School,09AP
St Carolusschool,17KD
St Franciscus-School,05KA
St Franciscussch,06QQ
St Frans School,04SK
St Gerardus Majella,03ON
St Henricus-School,10YR
St Joseph School,09JQ
St Josephschool,05DB
St Jozef,07BH
St Jozef School,16VV
St Ludgerusschool,06QB
St Martinus Basisschool,07IK
St Mattheus,07OT
St Michaelschool,18FV
St Nicolaas school,05CX
St Nicolaasschool,03LT
St Radboud,08ZX
St Vituscollege Bussum/Naarden,02UB
St Willibrordus,09KH
St Willibrordus School,06IZ
St Willibrordusschool,08NN
St. Antoniusschool,03WH
St. Franciscus,32BU
St. Hubertusschool,05BT
St. Ignatiusgymnasium,01ET
St. Janschool,16EP
St. Jozefschool,15RG
St. Michael,05DG
St. Nicolaaslyceum voor havo en vwo,14SE
St. Petrusschool,03LA
St.- Jozefmavo,00VR
Stad & Esch Praktijkschool,19TQ
Stadhouder Willem 3 Basisschool,06LA
Stadhouder Willem de Derde School,10NC
Stadspoort College Harderwijk,07YU
Stamperiusschool,13WI
Stanislascollege Delft voor RK vmbo havo atheneum en gymnasium,02DZ
Stanislascollege Pijnacker – Rijswijk voor bijzonder pro vbo mavo havo vwo,31HN
Staring College Regionale Scholengemeenschap voor Ath Gymn Havo Vmbo,24TF
Startpunt International,17PJ
Staten-School,18VN
Stedelijk Dalton College Alkmaar voor vwo havo mavo en vbo,19ZQ
Stedelijk Dalton Lyceum voor Lyceum Havo Mavo Vbo Lwoo,24PY
Stedelijk Gymnasium,20AJ
Stedelijk Gymnasium,20QY
Stedelijk Gymnasium,20DP
Stedelijk Gymnasium Arnhem,20RM
Stedelijk Gymnasium Breda,03AM
Stedelijk Gymnasium Nijmegen,20CI
Stedelijk Gymnasium Schiedam,20DC
Stedelijk Gymnasium Socrates,30GD
Stedelijke Scholengemeenschap Nijmegen,20EO
Stefanusschool,11ED
Stella Maris College voor Lyc Havo Mavo Vbo Lwoo,20IS
Stella Nova,03MQ
Stellingwerf College,15VQ
Stephanus,05JC
Sterrekijker,12AU
Sterrenpad 't Ven,03KJ
Sterrenschool De Globetrotter,17DP
Sterrenschool De Schittering,11MS
Sterrenschool EigenWijs,09AI
Sterrenschool Hilversum,19DM
Sterrenschool Zevenaar,30UX
Steven Stemerdingschool voor Basisonderwijs,12GJ
Stg ROC Summa College,25MB
Stichting Atlas College voor Lyceum Havo Mavo Vbo Lwoo,25DA
Stichting bijzonder voortgezet onderwijs Ubbo Emmius voor Lyc Havo Mavo Vbo,02VJ
Stichting de Buitenkans,31DF
Stichting Jenaplan Onderwijs Boxmeer (De Peppels/De Canadas),07KE
Stichting Joodse Kindergemeenschap Cheider,07AD
Stichting Joodse Kindergemeenschap Cheider MAVO HAVO VWO,23GF
Stichting Landstede,01AA
Stichting Media Amsterdam,02PA
Stichting Montessorischool Montijn,16EA
Stichting voor basisonderwijs op GG,07CO
Stichting voor Voortgezet Vrijeschool Onderwijs Delft Mercurius,32AJ
Stichting Willem van Oranje Onderwijsgroep,00YH
Stidal-School,18PP
Strabrechtcollege Scholengemeenschap voor LYC HAVO MAVO,01XL
Streekschool De Regenboog Gereformeerd Basisonderwijs,04LV
Streekschool De Wierde Gereformeerd Basisonderwijs,04PV
SVOK H-B Vmbo-Havo-Ath-Gym,27MD
SVS De Magdalon,05TT
SWS De Adeborg,07IM
SWS de Fierljepper,18TK
SWS De Fladderiep,03QP
SWS De Groene Borg,05QF
SWS de Humstee,08AF
SWS De Klimboom,06PQ
SWS De Kring,04ZX
sws De Leenstertil,07ZO
SWS De Sprang,15ZC
SWS de Vlieger,12GQ
sws it Werflân,16HM
SWS Noorderlicht,07WQ
SWS Twaspan,18PU
Symbion School voor Praktijkonderwijs,08PS
t Bijenveld,05DO
t Blokhuus,06RR
T Genseler,23EJ
Taalschool Voila,12MF
Tabor College d'Ampte Hoorn voor Vwo Havo Mavo Vmbo Lwoo,02ME
Talentencampus Venlo Basisonderwijs,03NU
Talentrijk,11RL
Talentstad Praktijkonderwijs,05VN
Talentum,15OZ
Tamarschool,32DU
Tamim,30JP
Tarcisius,17TF
Tarieq Ibnoe Ziyad,22NM
Ten Darperschoele,19KK
Ter Doest,03PN
Teresa,32DX
Terra Nigra Praktijkonderwijs,26HL
Terrawijs Deventer,32HZ
Teylingen College voor Gymnasium Atheneum Havo Mavo Vbo Lwoo,02KB
Theo Thijssen,20YA
Theresia,17DF
Theresialyceum voor gymnasium atheneum en havo,21EX
Theresiaschool,08XH
Thomas Van Aquino-School,07VU
Thorbecke Scholengemeenschap voor Ath Havo Mavo Vbo Lwoo,20DB
Thorbecke Talentschool Rotterdam mavo havo vwo,15HX
Thrimwalda,14BP
Tijl Uilenspiegel,20YF
Timotheussch,07AA
Timotheusschool,07LX
Timotheusschool,07ZQ
Titus Brandsma,08ZD
Titus Brandsmabasisschool,03XO
Titus Brandsmaschool,15FQ
Titus Brandsmaschool,14DJ
Tjongerschool,15SG
Toermalijn,06PO
Togtemaarschool,08IB
Torenpleinschool,06PC
Treehouse Tree of Infinity,31VU
Triade,07QW
Triangel,04ND
Trije Doarpen Skoalle,15XT
"Trinitas College RK scholengemeenschap voor ATHENEUM, HAVO, MAVO, VBO, LWOO",00XA
Tryegeaster Honk,15XX
Tuin 17,10OV
Tusken de Marren,10YD
TVH Montessorischool De Flierefluiter,15VF
Twa Fjilden,14QR
Tweede Openluchtschool voor het Gezonde Kind,08VA
Tweestromen Basisschool,18FJ
"Twents Carmel College voor Gymnasium, Atheneum, Havo, Vmbo, Pro",05AV
Twickel,23AM
Udens College voor Lyceum Havo Mavo Vbo Lwoo,06HF
Uilenburcht,10FI
UniC school voor vwo en havo,30UB
Unie Noord,02VG
Universum,16HV
"Utrechts Stedelijk Gymnasium, openbare school voor vwo",15JM
Utrechtse Schoolvereniging,07PH
V Hoogstratensch Christelijk Basisonderwijs,17SI
V Maasdijkschool,14EP
v.d. Muelen Vastwykschool,11FQ
Valentijn,17ZU
Valeo,12BV
Vallei College voor Ath Havo Mavo Vbo Lwoo,20EI
Valuascollege Lyc Ath Havo Mavo Vbo Lwoo,01GN
"Van de Perre voor Vmbo, Mavo, Havo, Atheneum en Gymnasium",03XS
Van der Capellen Scholengemeenschap voor ATH HAVO MAVO VBO LWOO,17BZ
